magpie;agmip;item;unit;weight;factor
Demand|Seed|+|Crops (Mt DM/yr);CONS;CRP;1000 t dm;NULL;1000
Demand|Seed|+|Crops (Mt DM/yr);OTHU;CRP;1000 t dm;NULL;1000
Demand|Seed|+|Fish (Mt DM/yr);CONS;AGR;1000 t dm;NULL;-1000
Demand|Seed|+|Fish (Mt DM/yr);OTHU;AGR;1000 t dm;NULL;-1000
Demand|Seed|+|Fish (Mt DM/yr);CONS;FSH;1000 t dm;NULL;1000
Demand|Seed|+|Fish (Mt DM/yr);OTHU;FSH;1000 t dm;NULL;1000
Demand|Seed|+|Forest products (Mt DM/yr);CONS;AGR;1000 t dm;NULL;-1000
Demand|Seed|+|Forest products (Mt DM/yr);OTHU;AGR;1000 t dm;NULL;-1000
Demand|Seed|+|Livestock products (Mt DM/yr);CONS;LSP;1000 t dm;NULL;1000
Demand|Seed|+|Livestock products (Mt DM/yr);OTHU;LSP;1000 t dm;NULL;1000
Demand|Seed|+|Secondary products (Mt DM/yr);CONS;CRP;1000 t dm;NULL;1000
Demand|Seed|+|Secondary products (Mt DM/yr);OTHU;CRP;1000 t dm;NULL;1000
Demand|Seed|Crops|+|Sugar crops (Mt DM/yr);CONS;SGC;1000 t dm;NULL;1000
Demand|Seed|Crops|+|Sugar crops (Mt DM/yr);OTHU;SGC;1000 t dm;NULL;1000
Demand|Seed|Crops|Cereals|+|Maize (Mt DM/yr);CONS;CGR;1000 t dm;NULL;1000
Demand|Seed|Crops|Cereals|+|Maize (Mt DM/yr);OTHU;CGR;1000 t dm;NULL;1000
Demand|Seed|Crops|Cereals|+|Rice (Mt DM/yr);CONS;RIC;1000 t dm;NULL;1000
Demand|Seed|Crops|Cereals|+|Rice (Mt DM/yr);OTHU;RIC;1000 t dm;NULL;1000
Demand|Seed|Crops|Cereals|+|Temperate cereals (Mt DM/yr);CONS;WHT;1000 t dm;NULL;1000
Demand|Seed|Crops|Cereals|+|Temperate cereals (Mt DM/yr);OTHU;WHT;1000 t dm;NULL;1000
Demand|Seed|Crops|Cereals|+|Tropical cereals (Mt DM/yr);CONS;CGR;1000 t dm;NULL;1000
Demand|Seed|Crops|Cereals|+|Tropical cereals (Mt DM/yr);OTHU;CGR;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Cotton seed (Mt DM/yr);CONS;PFB;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Cotton seed (Mt DM/yr);OTHU;PFB;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Groundnuts (Mt DM/yr);CONS;OSD;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Groundnuts (Mt DM/yr);OTHU;OSD;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Oilpalms (Mt DM/yr);CONS;OSD;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Oilpalms (Mt DM/yr);OTHU;OSD;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Other oil crops incl rapeseed (Mt DM/yr);CONS;OSD;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Other oil crops incl rapeseed (Mt DM/yr);OTHU;OSD;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Soybean (Mt DM/yr);CONS;OSD;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Soybean (Mt DM/yr);OTHU;OSD;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Sunflower (Mt DM/yr);CONS;OSD;1000 t dm;NULL;1000
Demand|Seed|Crops|Oil crops|+|Sunflower (Mt DM/yr);OTHU;OSD;1000 t dm;NULL;1000
Demand|Seed|Crops|Other crops|+|Fruits Vegetables Nuts (Mt DM/yr);CONS;VFN;1000 t dm;NULL;1000
Demand|Seed|Crops|Other crops|+|Fruits Vegetables Nuts (Mt DM/yr);OTHU;VFN;1000 t dm;NULL;1000
Demand|Seed|Crops|Other crops|+|Potatoes (Mt DM/yr);CONS;OCR;1000 t dm;NULL;1000
Demand|Seed|Crops|Other crops|+|Potatoes (Mt DM/yr);OTHU;OCR;1000 t dm;NULL;1000
Demand|Seed|Crops|Other crops|+|Pulses (Mt DM/yr);CONS;OCR;1000 t dm;NULL;1000
Demand|Seed|Crops|Other crops|+|Pulses (Mt DM/yr);OTHU;OCR;1000 t dm;NULL;1000
Demand|Seed|Crops|Other crops|+|Tropical roots (Mt DM/yr);CONS;OCR;1000 t dm;NULL;1000
Demand|Seed|Crops|Other crops|+|Tropical roots (Mt DM/yr);OTHU;OCR;1000 t dm;NULL;1000
Demand|Seed|Livestock products|+|Dairy (Mt DM/yr);CONS;DRY;1000 t dm;NULL;1000
Demand|Seed|Livestock products|+|Dairy (Mt DM/yr);OTHU;DRY;1000 t dm;NULL;1000
Demand|Seed|Livestock products|+|Eggs (Mt DM/yr);CONS;NRM;1000 t dm;NULL;1000
Demand|Seed|Livestock products|+|Eggs (Mt DM/yr);OTHU;NRM;1000 t dm;NULL;1000
Demand|Seed|Livestock products|+|Monogastric meat (Mt DM/yr);CONS;NRM;1000 t dm;NULL;1000
Demand|Seed|Livestock products|+|Monogastric meat (Mt DM/yr);OTHU;NRM;1000 t dm;NULL;1000
Demand|Seed|Livestock products|+|Poultry meat (Mt DM/yr);CONS;NRM;1000 t dm;NULL;1000
Demand|Seed|Livestock products|+|Poultry meat (Mt DM/yr);OTHU;NRM;1000 t dm;NULL;1000
Demand|Seed|Livestock products|+|Ruminant meat (Mt DM/yr);CONS;RUM;1000 t dm;NULL;1000
Demand|Seed|Livestock products|+|Ruminant meat (Mt DM/yr);OTHU;RUM;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Alcoholic beverages (Mt DM/yr);CONS;WHT;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Alcoholic beverages (Mt DM/yr);OTHU;WHT;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Brans (Mt DM/yr);CONS;CGR;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Brans (Mt DM/yr);OTHU;CGR;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Cotton lint (Mt DM/yr);CONS;PFB;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Cotton lint (Mt DM/yr);OTHU;PFB;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Distillers grains (Mt DM/yr);CONS;CGR;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Distillers grains (Mt DM/yr);OTHU;CGR;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Ethanol (Mt DM/yr);CONS;SGC;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Ethanol (Mt DM/yr);OTHU;SGC;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Microbial protein (Mt DM/yr);CONS;SGC;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Microbial protein (Mt DM/yr);OTHU;SGC;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Molasses (Mt DM/yr);CONS;SGC;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Molasses (Mt DM/yr);OTHU;SGC;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Oilcakes (Mt DM/yr);CONS;OSD;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Oilcakes (Mt DM/yr);OTHU;OSD;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Oils (Mt DM/yr);CONS;OSD;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Oils (Mt DM/yr);OTHU;OSD;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Sugar (Mt DM/yr);CONS;SGC;1000 t dm;NULL;1000
Demand|Seed|Secondary products|+|Sugar (Mt DM/yr);OTHU;SGC;1000 t dm;NULL;1000
Emissions|CH4_GWP100AR6|Land|+|Agriculture (Mt CO2e/yr);ECH4;AGR;MtCH4;NULL;1
Emissions|CH4_GWP100AR6|Land|+|Agriculture (Mt CO2e/yr);ECH4;TOT;MtCH4;NULL;1
Emissions|CH4_GWP100AR6|Land|Agriculture|+|Animal waste management (Mt CO2e/yr);ECH4;MMG;MtCH4;NULL;1
Emissions|CH4_GWP100AR6|Land|Agriculture|+|Enteric fermentation (Mt CO2e/yr);ECH4;ENT;MtCH4;NULL;1
Emissions|CH4_GWP100AR6|Land|Agriculture|+|Rice (Mt CO2e/yr);ECH4;RCC;MtCH4;NULL;1
Emissions|CH4_GWP100AR6|Land|Agriculture|+|Rice (Mt CO2e/yr);ECH4;RIC;MtCH4;NULL;1
Emissions|CO2|Land|+|Land-use Change (Mt CO2/yr);ECO2;TOT;MtCO2;NULL;1
Emissions|GWP100AR6|Land (Gt CO2e/yr);EMIS;TOT;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|+|Agriculture (Mt CO2e/yr);EN2O;AGR;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|+|Agriculture (Mt CO2e/yr);EN2O;TOT;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|+|Agricultural Soils (Mt CO2e/yr);EN2O;MAS;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|+|Animal Waste Management (Mt CO2e/yr);EN2O;MMG;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Agricultural Soils|+|Pasture (Mt CO2e/yr);EN2O;GRS;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Bioenergy crops (Mt CO2e/yr);EN2O;ECP;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops (Mt CO2e/yr);EN2O;CRP;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Cereals|Maize (Mt CO2e/yr);EN2O;CGR;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Cereals|Rice (Mt CO2e/yr);EN2O;RIC;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Cereals|Temperate cereals (Mt CO2e/yr);EN2O;WHT;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Cereals|Tropical cereals (Mt CO2e/yr);EN2O;CGR;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Cotton seed(Mt CO2e/yr);EN2O;PFB;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Groundnuts (Mt CO2e/yr);EN2O;OSD;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Oilpalms (Mt CO2e/yr);EN2O;OSD;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Other oil crops incl rapeseed (Mt CO2e/yr);EN2O;OSD;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Soybean (Mt CO2e/yr);EN2O;OSD;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Sunflower (Mt CO2e/yr);EN2O;OSD;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Other crops|Fruits Vegetables Nuts (Mt CO2e/yr);EN2O;VFN;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Other crops|Potatoes (Mt CO2e/yr);EN2O;OCR;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Other crops|Pulses (Mt CO2e/yr);EN2O;OCR;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Other crops|Tropical roots (Mt CO2e/yr);EN2O;OCR;MtCO2e;NULL;1
Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Sugar crops (Mt CO2e/yr);EN2O;SGC;MtCO2e;NULL;1
Labor|Employment|Agricultural employment (mio people);AEMP_abs;AGR;million;NULL;1
Labor|Employment|Agricultural employment|+|Crop products (mio people);AEMP_abs;CRP;million;NULL;1
Labor|Employment|Agricultural employment|+|Livestock products (mio people);AEMP_abs;LSP;million;NULL;1
Labor|Employment|Share of working age population employed in agriculture (%);AEMP_prcn;AGR;%;NULL;1
Labor|Employment|Share of working age population employed in agriculture|+|Crop products (%);AEMP_prcn;CRP;%;NULL;1
Labor|Employment|Share of working age population employed in agriculture|+|Livestock products (%);AEMP_prcn;LSP;%;NULL;1
Labor|Wages|Hourly labor costs (USDMER05/h);AWAG;AGR;USD;NULL;1
Labor|Wages|Hourly labor costs (USDMER05/h);AWAG;TOT;USD;NULL;1
Nutrition|Calorie Intake (kcal/capita/day);CALI;TOT;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|+|Crops (kcal/capita/day);CALI;AGR;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|+|Crops (kcal/capita/day);CALI;CRP;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|+|Fish (kcal/capita/day);CALI;FSH;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|+|Livestock products (kcal/capita/day);CALI;AGR;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|+|Livestock products (kcal/capita/day);CALI;LSP;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|+|Secondary products (kcal/capita/day);CALI;AGR;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|+|Secondary products (kcal/capita/day);CALI;CRP;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|+|Sugar crops (kcal/capita/day);CALI;SGC;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Cereals|+|Maize (kcal/capita/day);CALI;CGR;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Cereals|+|Rice (kcal/capita/day);CALI;RIC;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Cereals|+|Temperate cereals (kcal/capita/day);CALI;WHT;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Cereals|+|Tropical cereals (kcal/capita/day);CALI;CGR;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Oil crops|+|Groundnuts (kcal/capita/day);CALI;OSD;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Oil crops|+|Other oil crops incl rapeseed (kcal/capita/day);CALI;OSD;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Oil crops|+|Soybean (kcal/capita/day);CALI;OSD;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Oil crops|+|Sunflower (kcal/capita/day);CALI;OSD;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Other crops|+|Fruits Vegetables Nuts (kcal/capita/day);CALI;VFN;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Other crops|+|Potatoes (kcal/capita/day);CALI;OCR;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Other crops|+|Pulses (kcal/capita/day);CALI;OCR;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Crops|Other crops|+|Tropical roots (kcal/capita/day);CALI;OCR;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Livestock products|+|Dairy (kcal/capita/day);CALI;DRY;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Livestock products|+|Eggs (kcal/capita/day);CALI;NRM;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Livestock products|+|Monogastric meat (kcal/capita/day);CALI;NRM;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Livestock products|+|Poultry meat (kcal/capita/day);CALI;NRM;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Livestock products|+|Ruminant meat (kcal/capita/day);CALI;RUM;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Secondary products|+|Alcoholic beverages (kcal/capita/day);CALI;WHT;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Secondary products|+|Brans (kcal/capita/day);CALI;CGR;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Secondary products|+|Molasses (kcal/capita/day);CALI;SGC;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Secondary products|+|Oils (kcal/capita/day);CALI;OSD;kcal/cap/d;NULL;1
Nutrition|Calorie Intake|Secondary products|+|Sugar (kcal/capita/day);CALI;SGC;kcal/cap/d;NULL;1
Nutrition|Calorie Supply (kcal/capita/day);CALO;TOT;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|+|Crops (kcal/capita/day);CALO;AGR;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|+|Crops (kcal/capita/day);CALO;CRP;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|+|Fish (kcal/capita/day);CALO;FSH;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|+|Livestock products (kcal/capita/day);CALO;AGR;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|+|Livestock products (kcal/capita/day);CALO;LSP;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|+|Secondary products (kcal/capita/day);CALO;AGR;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|+|Secondary products (kcal/capita/day);CALO;CRP;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|+|Sugar crops (kcal/capita/day);CALO;SGC;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Cereals|+|Maize (kcal/capita/day);CALO;CGR;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Cereals|+|Rice (kcal/capita/day);CALO;RIC;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Cereals|+|Temperate cereals (kcal/capita/day);CALO;WHT;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Cereals|+|Tropical cereals (kcal/capita/day);CALO;CGR;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Oil crops|+|Groundnuts (kcal/capita/day);CALO;OSD;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Oil crops|+|Other oil crops incl rapeseed (kcal/capita/day);CALO;OSD;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Oil crops|+|Soybean (kcal/capita/day);CALO;OSD;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Oil crops|+|Sunflower (kcal/capita/day);CALO;OSD;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Other crops|+|Fruits Vegetables Nuts (kcal/capita/day);CALO;VFN;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Other crops|+|Potatoes (kcal/capita/day);CALO;OCR;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Other crops|+|Pulses (kcal/capita/day);CALO;OCR;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Crops|Other crops|+|Tropical roots (kcal/capita/day);CALO;OCR;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Livestock products|+|Dairy (kcal/capita/day);CALO;DRY;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Livestock products|+|Eggs (kcal/capita/day);CALO;NRM;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Livestock products|+|Monogastric meat (kcal/capita/day);CALO;NRM;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Livestock products|+|Poultry meat (kcal/capita/day);CALO;NRM;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Livestock products|+|Ruminant meat (kcal/capita/day);CALO;RUM;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Secondary products|+|Alcoholic beverages (kcal/capita/day);CALO;WHT;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Secondary products|+|Brans (kcal/capita/day);CALO;CGR;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Secondary products|+|Molasses (kcal/capita/day);CALO;SGC;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Secondary products|+|Oils (kcal/capita/day);CALO;OSD;kcal/cap/d;NULL;1
Nutrition|Calorie Supply|Secondary products|+|Sugar (kcal/capita/day);CALO;SGC;kcal/cap/d;NULL;1
Population (million people);POPT;TOT;million;NULL;1
Prices|GHG Emission|CO2|Secondary Forest|Vegetation carbon (US$2005/tCO2);CTAX;TOT;USD/tCO2e;NULL;1
Production|+|Bioenergy crops (Mt DM/yr);PROD;ECP;1000 t dm;NULL;1000
Production|+|Crops (Mt DM/yr);PROD;AGR;1000 t dm;NULL;1000
Production|+|Crops (Mt DM/yr);PROD;CRP;1000 t dm;NULL;1000
Production|+|Fish (Mt DM/yr);PROD;FSH;1000 t dm;NULL;1000
Production|+|Livestock products (Mt DM/yr);PROD;AGR;1000 t dm;NULL;1000
Production|+|Livestock products (Mt DM/yr);PROD;LSP;1000 t dm;NULL;1000
Production|+|Pasture (Mt DM/yr);PROD;GRS;1000 t dm;NULL;1000
Production|Crops|+|Sugar crops (Mt DM/yr);PROD;SGC;1000 t dm;NULL;1000
Production|Crops|Cereals|+|Maize (Mt DM/yr);PROD;CGR;1000 t dm;NULL;1000
Production|Crops|Cereals|+|Rice (Mt DM/yr);PROD;RIC;1000 t dm;NULL;1000
Production|Crops|Cereals|+|Temperate cereals (Mt DM/yr);PROD;WHT;1000 t dm;NULL;1000
Production|Crops|Cereals|+|Tropical cereals (Mt DM/yr);PROD;CGR;1000 t dm;NULL;1000
Production|Crops|Oil crops|+|Cotton seed (Mt DM/yr);PROD;PFB;1000 t dm;NULL;1000
Production|Crops|Oil crops|+|Groundnuts (Mt DM/yr);PROD;OSD;1000 t dm;NULL;1000
Production|Crops|Oil crops|+|Oilpalms (Mt DM/yr);PROD;OSD;1000 t dm;NULL;1000
Production|Crops|Oil crops|+|Other oil crops incl rapeseed (Mt DM/yr);PROD;OSD;1000 t dm;NULL;1000
Production|Crops|Oil crops|+|Soybean (Mt DM/yr);PROD;OSD;1000 t dm;NULL;1000
Production|Crops|Oil crops|+|Sunflower (Mt DM/yr);PROD;OSD;1000 t dm;NULL;1000
Production|Crops|Other crops|+|Fruits Vegetables Nuts (Mt DM/yr);PROD;VFN;1000 t dm;NULL;1000
Production|Crops|Other crops|+|Potatoes (Mt DM/yr);PROD;OCR;1000 t dm;NULL;1000
Production|Crops|Other crops|+|Pulses (Mt DM/yr);PROD;OCR;1000 t dm;NULL;1000
Production|Crops|Other crops|+|Tropical roots (Mt DM/yr);PROD;OCR;1000 t dm;NULL;1000
Production|Livestock products|+|Dairy (Mt DM/yr);PROD;DRY;1000 t dm;NULL;1000
Production|Livestock products|+|Eggs (Mt DM/yr);PROD;NRM;1000 t dm;NULL;1000
Production|Livestock products|+|Monogastric meat (Mt DM/yr);PROD;NRM;1000 t dm;NULL;1000
Production|Livestock products|+|Poultry meat (Mt DM/yr);PROD;NRM;1000 t dm;NULL;1000
Production|Livestock products|+|Ruminant meat (Mt DM/yr);PROD;RUM;1000 t dm;NULL;1000
Productivity|Yield-increasing technological change crops (%/yr);YILD_endoTC;CRP;%/yr;NULL;1
Productivity|Yield|Bioenergy crops (t DM/ha);YILD;ECP;dm t/ha;Resources|Land Cover|Cropland|+|Bioenergy crops (million ha);1
Productivity|Yield|Bioenergy crops|irrigated (t DM/ha);YIIR;ECP;dm t/ha;Resources|Land Cover|Cropland|Bioenergy crops|+|irrigated (million ha);1
Productivity|Yield|Bioenergy crops|rainfed (t DM/ha);YIRF;ECP;dm t/ha;Resources|Land Cover|Cropland|Bioenergy crops|+|rainfed (million ha);1
Productivity|Yield|Crops (t DM/ha);YILD;CRP;dm t/ha;Resources|Land Cover|Cropland|+|Crops (million ha);1
Productivity|Yield|Crops|Cereals|Maize (t DM/ha);YILD;CGR;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|+|Maize (million ha);1
Productivity|Yield|Crops|Cereals|Maize|irrigated (t DM/ha);YIIR;CGR;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|Maize|+|irrigated (million ha);1
Productivity|Yield|Crops|Cereals|Maize|rainfed (t DM/ha);YIRF;CGR;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|Maize|+|rainfed (million ha);1
Productivity|Yield|Crops|Cereals|Rice (t DM/ha);YILD;RIC;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|+|Rice (million ha);1
Productivity|Yield|Crops|Cereals|Rice|irrigated (t DM/ha);YIIR;RIC;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|Rice|+|irrigated (million ha);1
Productivity|Yield|Crops|Cereals|Rice|rainfed (t DM/ha);YIRF;RIC;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|Rice|+|rainfed (million ha);1
Productivity|Yield|Crops|Cereals|Temperate cereals (t DM/ha);YILD;WHT;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|+|Temperate cereals (million ha);1
Productivity|Yield|Crops|Cereals|Temperate cereals|irrigated (t DM/ha);YIIR;WHT;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|Temperate cereals|+|irrigated (million ha);1
Productivity|Yield|Crops|Cereals|Temperate cereals|rainfed (t DM/ha);YIRF;WHT;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|Temperate cereals|+|rainfed (million ha);1
Productivity|Yield|Crops|Cereals|Tropical cereals (t DM/ha);YILD;CGR;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|+|Tropical cereals (million ha);1
Productivity|Yield|Crops|Cereals|Tropical cereals|irrigated (t DM/ha);YIIR;CGR;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|Tropical cereals|+|irrigated (million ha);1
Productivity|Yield|Crops|Cereals|Tropical cereals|rainfed (t DM/ha);YIRF;CGR;dm t/ha;Resources|Land Cover|Cropland|Crops|Cereals|Tropical cereals|+|rainfed (million ha);1
Productivity|Yield|Crops|irrigated (t DM/ha);YIIR;CRP;dm t/ha;Resources|Land Cover|Cropland|Crops|+|irrigated (million ha);1
Productivity|Yield|Crops|Oil crops|Cotton seed (t DM/ha);YILD;PFB;dm t/ha;Resources|Land Cover|Cropland|Crops|Oil crops|+|Cotton seed (million ha);1
Productivity|Yield|Crops|Oil crops|Cotton seed|irrigated (t DM/ha);YIIR;PFB;dm t/ha;Resources|Land Cover|Cropland|Crops|Oil crops|Cotton seed|+|irrigated (million ha);1
Productivity|Yield|Crops|Oil crops|Cotton seed|rainfed (t DM/ha);YIRF;PFB;dm t/ha;Resources|Land Cover|Cropland|Crops|Oil crops|Cotton seed|+|rainfed (million ha);1
Productivity|Yield|Crops|Oil crops|Groundnuts (t DM/ha);YILD;OSD;dm t/ha;Resources|Land Cover|Cropland|Crops|Oil crops|+|Groundnuts (million ha);1
Productivity|Yield|Crops|Oil crops|Groundnuts|irrigated (t DM/ha);YIIR;OSD;dm t/ha;Resources|Land Cover|Cropland|Crops|Oil crops|Groundnuts|+|irrigated (million ha);1
Productivity|Yield|Crops|Oil crops|Groundnuts|rainfed (t DM/ha);YIRF;OSD;dm t/ha;Resources|Land Cover|Cropland|Crops|Oil crops|Groundnuts|+|rainfed (million ha);1
Productivity|Yield|Crops|Oil crops|Oilpalms (t DM/ha);YILD;OSD;dm t/ha;Resources|Land Cover|Cropland|Crops|Oil crops|+|Oilpalms (million ha);1
Productivity|Yield|Crops|Oil crops|Oilpalms|irrigated (t DM/ha);YIIR;OSD;dm t/ha;Resources|Land Cover|Cropland|Crops|Oil crops|Oilpalms|+|irrigated (million ha);1
Productivity|Yield|Crops|Oil crops|Oilpalms|rainfed (t DM/ha);YIRF;OSD;dm t/ha;Resources|Land Cover|Cropland|Crops|Oil crops|Oilpalms|+|rainfed (million ha);1
